X,Y,id,left,top,right,bottom,row_index,col_index
18.625,32.625,24300,18.625,32.625,18.75,32.75,107,189
18.625,32.5,24301,18.625,32.5,18.75,32.625,108,189
18.625,32.375,24302,18.625,32.375,18.75,32.5,109,189
18.625,32.25,24303,18.625,32.25,18.75,32.375,110,189
18.625,32.125,24304,18.625,32.125,18.75,32.25,111,189
18.625,32.0,24305,18.625,32,18.75,32.125,112,189
18.625,31.875,24306,18.625,31.875,18.75,32,113,189
18.625,31.75,24307,18.625,31.75,18.75,31.875,114,189
18.625,31.625,24308,18.625,31.625,18.75,31.75,115,189
18.625,31.5,24309,18.625,31.5,18.75,31.625,116,189
18.625,31.375,24310,18.625,31.375,18.75,31.5,117,189
18.625,31.25,24311,18.625,31.25,18.75,31.375,118,189
18.625,31.125,24312,18.625,31.125,18.75,31.25,119,189
18.625,31.0,24313,18.625,31,18.75,31.125,120,189
18.625,30.875,24314,18.625,30.875,18.75,31,121,189
18.625,30.75,24315,18.625,30.75,18.75,30.875,122,189
18.625,30.625,24316,18.625,30.625,18.75,30.75,123,189
18.625,30.5,24317,18.625,30.5,18.75,30.625,124,189
18.75,32.625,24428,18.75,32.625,18.875,32.75,107,190
18.75,32.5,24429,18.75,32.5,18.875,32.625,108,190
18.75,32.375,24430,18.75,32.375,18.875,32.5,109,190
18.75,32.25,24431,18.75,32.25,18.875,32.375,110,190
18.75,32.125,24432,18.75,32.125,18.875,32.25,111,190
18.75,32.0,24433,18.75,32,18.875,32.125,112,190
18.75,31.875,24434,18.75,31.875,18.875,32,113,190
18.75,31.75,24435,18.75,31.75,18.875,31.875,114,190
18.75,31.625,24436,18.75,31.625,18.875,31.75,115,190
18.75,31.5,24437,18.75,31.5,18.875,31.625,116,190
18.75,31.375,24438,18.75,31.375,18.875,31.5,117,190
18.75,31.25,24439,18.75,31.25,18.875,31.375,118,190
18.75,31.125,24440,18.75,31.125,18.875,31.25,119,190
18.75,31.0,24441,18.75,31,18.875,31.125,120,190
18.75,30.875,24442,18.75,30.875,18.875,31,121,190
18.75,30.75,24443,18.75,30.75,18.875,30.875,122,190
18.75,30.625,24444,18.75,30.625,18.875,30.75,123,190
18.75,30.5,24445,18.75,30.5,18.875,30.625,124,190
18.875,32.625,24556,18.875,32.625,19,32.75,107,191
18.875,32.5,24557,18.875,32.5,19,32.625,108,191
18.875,32.375,24558,18.875,32.375,19,32.5,109,191
18.875,32.25,24559,18.875,32.25,19,32.375,110,191
18.875,32.125,24560,18.875,32.125,19,32.25,111,191
18.875,32.0,24561,18.875,32,19,32.125,112,191
18.875,31.875,24562,18.875,31.875,19,32,113,191
18.875,31.75,24563,18.875,31.75,19,31.875,114,191
18.875,31.625,24564,18.875,31.625,19,31.75,115,191
18.875,31.5,24565,18.875,31.5,19,31.625,116,191
18.875,31.375,24566,18.875,31.375,19,31.5,117,191
18.875,31.25,24567,18.875,31.25,19,31.375,118,191
18.875,31.125,24568,18.875,31.125,19,31.25,119,191
18.875,31.0,24569,18.875,31,19,31.125,120,191
18.875,30.875,24570,18.875,30.875,19,31,121,191
18.875,30.75,24571,18.875,30.75,19,30.875,122,191
18.875,30.625,24572,18.875,30.625,19,30.75,123,191
18.875,30.5,24573,18.875,30.5,19,30.625,124,191
18.875,30.375,24574,18.875,30.375,19,30.5,125,191
19.0,32.625,24684,19,32.625,19.125,32.75,107,192
19.0,32.5,24685,19,32.5,19.125,32.625,108,192
19.0,32.375,24686,19,32.375,19.125,32.5,109,192
19.0,32.25,24687,19,32.25,19.125,32.375,110,192
19.0,32.125,24688,19,32.125,19.125,32.25,111,192
19,32,24689,19,32,19.125,32.125,112,192
19.0,31.875,24690,19,31.875,19.125,32,113,192
19.0,31.75,24691,19,31.75,19.125,31.875,114,192
19.0,31.625,24692,19,31.625,19.125,31.75,115,192
19.0,31.5,24693,19,31.5,19.125,31.625,116,192
19.0,31.375,24694,19,31.375,19.125,31.5,117,192
19.0,31.25,24695,19,31.25,19.125,31.375,118,192
19.0,31.125,24696,19,31.125,19.125,31.25,119,192
19,31,24697,19,31,19.125,31.125,120,192
19.0,30.875,24698,19,30.875,19.125,31,121,192
19.0,30.75,24699,19,30.75,19.125,30.875,122,192
19.0,30.625,24700,19,30.625,19.125,30.75,123,192
19.0,30.5,24701,19,30.5,19.125,30.625,124,192
19.0,30.375,24702,19,30.375,19.125,30.5,125,192
19.125,32.625,24812,19.125,32.625,19.25,32.75,107,193
19.125,32.5,24813,19.125,32.5,19.25,32.625,108,193
19.125,32.375,24814,19.125,32.375,19.25,32.5,109,193
19.125,32.25,24815,19.125,32.25,19.25,32.375,110,193
19.125,32.125,24816,19.125,32.125,19.25,32.25,111,193
19.125,32.0,24817,19.125,32,19.25,32.125,112,193
19.125,31.875,24818,19.125,31.875,19.25,32,113,193
19.125,31.75,24819,19.125,31.75,19.25,31.875,114,193
19.125,31.625,24820,19.125,31.625,19.25,31.75,115,193
19.125,31.5,24821,19.125,31.5,19.25,31.625,116,193
19.125,31.375,24822,19.125,31.375,19.25,31.5,117,193
19.125,31.25,24823,19.125,31.25,19.25,31.375,118,193
19.125,31.125,24824,19.125,31.125,19.25,31.25,119,193
19.125,31.0,24825,19.125,31,19.25,31.125,120,193
19.125,30.875,24826,19.125,30.875,19.25,31,121,193
19.125,30.75,24827,19.125,30.75,19.25,30.875,122,193
19.125,30.625,24828,19.125,30.625,19.25,30.75,123,193
19.125,30.5,24829,19.125,30.5,19.25,30.625,124,193
19.125,30.375,24830,19.125,30.375,19.25,30.5,125,193
19.25,32.625,24940,19.25,32.625,19.375,32.75,107,194
19.25,32.5,24941,19.25,32.5,19.375,32.625,108,194
19.25,32.375,24942,19.25,32.375,19.375,32.5,109,194
19.25,32.25,24943,19.25,32.25,19.375,32.375,110,194
19.25,32.125,24944,19.25,32.125,19.375,32.25,111,194
19.25,32.0,24945,19.25,32,19.375,32.125,112,194
19.25,31.875,24946,19.25,31.875,19.375,32,113,194
19.25,31.75,24947,19.25,31.75,19.375,31.875,114,194
19.25,31.625,24948,19.25,31.625,19.375,31.75,115,194
19.25,31.5,24949,19.25,31.5,19.375,31.625,116,194
19.25,31.375,24950,19.25,31.375,19.375,31.5,117,194
19.25,31.25,24951,19.25,31.25,19.375,31.375,118,194
19.25,31.125,24952,19.25,31.125,19.375,31.25,119,194
19.25,31.0,24953,19.25,31,19.375,31.125,120,194
19.25,30.875,24954,19.25,30.875,19.375,31,121,194
19.25,30.75,24955,19.25,30.75,19.375,30.875,122,194
19.25,30.625,24956,19.25,30.625,19.375,30.75,123,194
19.25,30.5,24957,19.25,30.5,19.375,30.625,124,194
19.25,30.375,24958,19.25,30.375,19.375,30.5,125,194
19.375,32.625,25068,19.375,32.625,19.5,32.75,107,195
19.375,32.5,25069,19.375,32.5,19.5,32.625,108,195
19.375,32.375,25070,19.375,32.375,19.5,32.5,109,195
19.375,32.25,25071,19.375,32.25,19.5,32.375,110,195
19.375,32.125,25072,19.375,32.125,19.5,32.25,111,195
19.375,32.0,25073,19.375,32,19.5,32.125,112,195
19.375,31.875,25074,19.375,31.875,19.5,32,113,195
19.375,31.75,25075,19.375,31.75,19.5,31.875,114,195
19.375,31.625,25076,19.375,31.625,19.5,31.75,115,195
19.375,31.5,25077,19.375,31.5,19.5,31.625,116,195
19.375,31.375,25078,19.375,31.375,19.5,31.5,117,195
19.375,31.25,25079,19.375,31.25,19.5,31.375,118,195
19.375,31.125,25080,19.375,31.125,19.5,31.25,119,195
19.375,31.0,25081,19.375,31,19.5,31.125,120,195
19.375,30.875,25082,19.375,30.875,19.5,31,121,195
19.375,30.75,25083,19.375,30.75,19.5,30.875,122,195
19.375,30.625,25084,19.375,30.625,19.5,30.75,123,195
19.375,30.5,25085,19.375,30.5,19.5,30.625,124,195
19.375,30.375,25086,19.375,30.375,19.5,30.5,125,195
19.5,32.625,25196,19.5,32.625,19.625,32.75,107,196
19.5,32.5,25197,19.5,32.5,19.625,32.625,108,196
19.5,32.375,25198,19.5,32.375,19.625,32.5,109,196
19.5,32.25,25199,19.5,32.25,19.625,32.375,110,196
19.5,32.125,25200,19.5,32.125,19.625,32.25,111,196
19.5,32.0,25201,19.5,32,19.625,32.125,112,196
19.5,31.875,25202,19.5,31.875,19.625,32,113,196
19.5,31.75,25203,19.5,31.75,19.625,31.875,114,196
19.5,31.625,25204,19.5,31.625,19.625,31.75,115,196
19.5,31.5,25205,19.5,31.5,19.625,31.625,116,196
19.5,31.375,25206,19.5,31.375,19.625,31.5,117,196
19.5,31.25,25207,19.5,31.25,19.625,31.375,118,196
19.5,31.125,25208,19.5,31.125,19.625,31.25,119,196
19.5,31.0,25209,19.5,31,19.625,31.125,120,196
19.5,30.875,25210,19.5,30.875,19.625,31,121,196
19.5,30.75,25211,19.5,30.75,19.625,30.875,122,196
19.5,30.625,25212,19.5,30.625,19.625,30.75,123,196
19.5,30.5,25213,19.5,30.5,19.625,30.625,124,196
19.625,32.625,25324,19.625,32.625,19.75,32.75,107,197
19.625,32.5,25325,19.625,32.5,19.75,32.625,108,197
19.625,32.375,25326,19.625,32.375,19.75,32.5,109,197
19.625,32.25,25327,19.625,32.25,19.75,32.375,110,197
19.625,32.125,25328,19.625,32.125,19.75,32.25,111,197
19.625,32.0,25329,19.625,32,19.75,32.125,112,197
19.625,31.875,25330,19.625,31.875,19.75,32,113,197
19.625,31.75,25331,19.625,31.75,19.75,31.875,114,197
19.625,31.625,25332,19.625,31.625,19.75,31.75,115,197
19.625,31.5,25333,19.625,31.5,19.75,31.625,116,197
19.625,31.375,25334,19.625,31.375,19.75,31.5,117,197
19.625,31.25,25335,19.625,31.25,19.75,31.375,118,197
19.625,31.125,25336,19.625,31.125,19.75,31.25,119,197
19.625,31.0,25337,19.625,31,19.75,31.125,120,197
19.625,30.875,25338,19.625,30.875,19.75,31,121,197
19.625,30.75,25339,19.625,30.75,19.75,30.875,122,197
19.625,30.625,25340,19.625,30.625,19.75,30.75,123,197
19.625,30.5,25341,19.625,30.5,19.75,30.625,124,197
19.75,32.625,25452,19.75,32.625,19.875,32.75,107,198
19.75,32.5,25453,19.75,32.5,19.875,32.625,108,198
19.75,32.375,25454,19.75,32.375,19.875,32.5,109,198
19.75,32.25,25455,19.75,32.25,19.875,32.375,110,198
19.75,32.125,25456,19.75,32.125,19.875,32.25,111,198
19.75,32.0,25457,19.75,32,19.875,32.125,112,198
19.75,31.875,25458,19.75,31.875,19.875,32,113,198
19.75,31.75,25459,19.75,31.75,19.875,31.875,114,198
19.75,31.625,25460,19.75,31.625,19.875,31.75,115,198
19.75,31.5,25461,19.75,31.5,19.875,31.625,116,198
19.75,31.375,25462,19.75,31.375,19.875,31.5,117,198
19.75,31.25,25463,19.75,31.25,19.875,31.375,118,198
19.75,31.125,25464,19.75,31.125,19.875,31.25,119,198
19.75,31.0,25465,19.75,31,19.875,31.125,120,198
19.75,30.875,25466,19.75,30.875,19.875,31,121,198
19.75,30.75,25467,19.75,30.75,19.875,30.875,122,198
19.75,30.625,25468,19.75,30.625,19.875,30.75,123,198
19.875,32.625,25580,19.875,32.625,20,32.75,107,199
19.875,32.5,25581,19.875,32.5,20,32.625,108,199
19.875,32.375,25582,19.875,32.375,20,32.5,109,199
19.875,32.25,25583,19.875,32.25,20,32.375,110,199
19.875,32.125,25584,19.875,32.125,20,32.25,111,199
19.875,32.0,25585,19.875,32,20,32.125,112,199
19.875,31.875,25586,19.875,31.875,20,32,113,199
19.875,31.75,25587,19.875,31.75,20,31.875,114,199
19.875,31.625,25588,19.875,31.625,20,31.75,115,199
19.875,31.5,25589,19.875,31.5,20,31.625,116,199
19.875,31.375,25590,19.875,31.375,20,31.5,117,199
19.875,31.25,25591,19.875,31.25,20,31.375,118,199
19.875,31.125,25592,19.875,31.125,20,31.25,119,199
19.875,31.0,25593,19.875,31,20,31.125,120,199
19.875,30.875,25594,19.875,30.875,20,31,121,199
19.875,30.75,25595,19.875,30.75,20,30.875,122,199
20.0,32.625,25708,20,32.625,20.125,32.75,107,200
20.0,32.5,25709,20,32.5,20.125,32.625,108,200
20.0,32.375,25710,20,32.375,20.125,32.5,109,200
20.0,32.25,25711,20,32.25,20.125,32.375,110,200
20.0,32.125,25712,20,32.125,20.125,32.25,111,200
20.0,31.375,25718,20,31.375,20.125,31.5,117,200
20.0,31.25,25719,20,31.25,20.125,31.375,118,200
20.0,31.125,25720,20,31.125,20.125,31.25,119,200
20,31,25721,20,31,20.125,31.125,120,200
20.0,30.875,25722,20,30.875,20.125,31,121,200
20.125,32.625,25836,20.125,32.625,20.25,32.75,107,201
20.125,32.5,25837,20.125,32.5,20.25,32.625,108,201
20.125,32.375,25838,20.125,32.375,20.25,32.5,109,201
20.125,32.25,25839,20.125,32.25,20.25,32.375,110,201
20.125,31.25,25847,20.125,31.25,20.25,31.375,118,201
20.125,31.125,25848,20.125,31.125,20.25,31.25,119,201
20.125,31.0,25849,20.125,31,20.25,31.125,120,201
20.25,32.625,25964,20.25,32.625,20.375,32.75,107,202
20.25,32.5,25965,20.25,32.5,20.375,32.625,108,202
20.25,32.375,25966,20.25,32.375,20.375,32.5,109,202
20.375,32.625,26092,20.375,32.625,20.5,32.75,107,203
20.375,32.5,26093,20.375,32.5,20.5,32.625,108,203
20.5,37.75,26179,20.5,37.75,20.625,37.875,66,204
20.5,37.625,26180,20.5,37.625,20.625,37.75,67,204
20.5,32.625,26220,20.5,32.625,20.625,32.75,107,204
20.5,32.5,26221,20.5,32.5,20.625,32.625,108,204
20.625,37.75,26307,20.625,37.75,20.75,37.875,66,205
20.625,37.625,26308,20.625,37.625,20.75,37.75,67,205
20.625,32.75,26347,20.625,32.75,20.75,32.875,106,205
20.625,32.625,26348,20.625,32.625,20.75,32.75,107,205
20.75,37.625,26436,20.75,37.625,20.875,37.75,67,206
20.75,37.5,26437,20.75,37.5,20.875,37.625,68,206
20.75,37.25,26439,20.75,37.25,20.875,37.375,70,206
20.75,32.75,26475,20.75,32.75,20.875,32.875,106,206
20.75,32.625,26476,20.75,32.625,20.875,32.75,107,206
20.875,37.625,26564,20.875,37.625,21,37.75,67,207
20.875,37.5,26565,20.875,37.5,21,37.625,68,207
20.875,37.375,26566,20.875,37.375,21,37.5,69,207
20.875,37.25,26567,20.875,37.25,21,37.375,70,207
20.875,37.125,26568,20.875,37.125,21,37.25,71,207
20.875,32.875,26602,20.875,32.875,21,33,105,207
20.875,32.75,26603,20.875,32.75,21,32.875,106,207
21.0,37.75,26691,21,37.75,21.125,37.875,66,208
21.0,37.625,26692,21,37.625,21.125,37.75,67,208
21.0,37.5,26693,21,37.5,21.125,37.625,68,208
21.0,37.375,26694,21,37.375,21.125,37.5,69,208
21.0,37.25,26695,21,37.25,21.125,37.375,70,208
21.0,37.125,26696,21,37.125,21.125,37.25,71,208
21.0,32.875,26730,21,32.875,21.125,33,105,208
21.0,32.75,26731,21,32.75,21.125,32.875,106,208
21.125,37.75,26819,21.125,37.75,21.25,37.875,66,209
21.125,37.625,26820,21.125,37.625,21.25,37.75,67,209
21.125,37.5,26821,21.125,37.5,21.25,37.625,68,209
21.125,37.375,26822,21.125,37.375,21.25,37.5,69,209
21.125,37.25,26823,21.125,37.25,21.25,37.375,70,209
21.125,37.125,26824,21.125,37.125,21.25,37.25,71,209
21.125,32.875,26858,21.125,32.875,21.25,33,105,209
21.25,37.75,26947,21.25,37.75,21.375,37.875,66,210
21.25,37.625,26948,21.25,37.625,21.375,37.75,67,210
21.25,37.5,26949,21.25,37.5,21.375,37.625,68,210
21.25,37.25,26951,21.25,37.25,21.375,37.375,70,210
21.25,32.875,26986,21.25,32.875,21.375,33,105,210
21.375,37.625,27076,21.375,37.625,21.5,37.75,67,211
21.375,37.5,27077,21.375,37.5,21.5,37.625,68,211
21.375,37.25,27079,21.375,37.25,21.5,37.375,70,211
21.375,37.125,27080,21.375,37.125,21.5,37.25,71,211
21.375,37.0,27081,21.375,37,21.5,37.125,72,211
21.375,33.0,27113,21.375,33,21.5,33.125,104,211
21.375,32.875,27114,21.375,32.875,21.5,33,105,211
21.5,37.5,27205,21.5,37.5,21.625,37.625,68,212
21.5,37.375,27206,21.5,37.375,21.625,37.5,69,212
21.5,37.25,27207,21.5,37.25,21.625,37.375,70,212
21.5,37.125,27208,21.5,37.125,21.625,37.25,71,212
21.5,37.0,27209,21.5,37,21.625,37.125,72,212
21.5,36.875,27210,21.5,36.875,21.625,37,73,212
21.5,36.75,27211,21.5,36.75,21.625,36.875,74,212
21.5,36.625,27212,21.5,36.625,21.625,36.75,75,212
21.5,33.0,27241,21.5,33,21.625,33.125,104,212
21.5,32.875,27242,21.5,32.875,21.625,33,105,212
21.625,37.375,27334,21.625,37.375,21.75,37.5,69,213
21.625,37.25,27335,21.625,37.25,21.75,37.375,70,213
21.625,37.0,27337,21.625,37,21.75,37.125,72,213
21.625,36.875,27338,21.625,36.875,21.75,37,73,213
21.625,36.75,27339,21.625,36.75,21.75,36.875,74,213
21.625,36.625,27340,21.625,36.625,21.75,36.75,75,213
21.625,33.125,27368,21.625,33.125,21.75,33.25,103,213
21.625,33.0,27369,21.625,33,21.75,33.125,104,213
21.75,36.75,27467,21.75,36.75,21.875,36.875,74,214
21.75,36.625,27468,21.75,36.625,21.875,36.75,75,214
21.75,36.5,27469,21.75,36.5,21.875,36.625,76,214
21.75,33.125,27496,21.75,33.125,21.875,33.25,103,214
21.75,33.0,27497,21.75,33,21.875,33.125,104,214
21.875,36.625,27596,21.875,36.625,22,36.75,75,215
21.875,36.5,27597,21.875,36.5,22,36.625,76,215
21.875,33.0,27625,21.875,33,22,33.125,104,215
22,37,27721,22,37,22.125,37.125,72,216
22.0,36.875,27722,22,36.875,22.125,37,73,216
22.0,36.75,27723,22,36.75,22.125,36.875,74,216
22.0,36.625,27724,22,36.625,22.125,36.75,75,216
22,33,27753,22,33,22.125,33.125,104,216
22.125,37.0,27849,22.125,37,22.25,37.125,72,217
22.125,36.875,27850,22.125,36.875,22.25,37,73,217
22.125,36.75,27851,22.125,36.75,22.25,36.875,74,217
22.125,36.625,27852,22.125,36.625,22.25,36.75,75,217
22.125,36.5,27853,22.125,36.5,22.25,36.625,76,217
22.125,33.125,27880,22.125,33.125,22.25,33.25,103,217
22.125,33.0,27881,22.125,33,22.25,33.125,104,217
22.25,36.75,27979,22.25,36.75,22.375,36.875,74,218
22.25,36.625,27980,22.25,36.625,22.375,36.75,75,218
22.25,36.5,27981,22.25,36.5,22.375,36.625,76,218
22.25,36.375,27982,22.25,36.375,22.375,36.5,77,218
22.25,33.0,28009,22.25,33,22.375,33.125,104,218
22.25,32.875,28010,22.25,32.875,22.375,33,105,218
22.375,36.375,28110,22.375,36.375,22.5,36.5,77,219
22.375,36.25,28111,22.375,36.25,22.5,36.375,78,219
22.375,33.0,28137,22.375,33,22.5,33.125,104,219
22.375,32.875,28138,22.375,32.875,22.5,33,105,219
22.5,36.5,28237,22.5,36.5,22.625,36.625,76,220
22.5,36.375,28238,22.5,36.375,22.625,36.5,77,220
22.5,36.25,28239,22.5,36.25,22.625,36.375,78,220
22.5,33.0,28265,22.5,33,22.625,33.125,104,220
22.5,32.875,28266,22.5,32.875,22.625,33,105,220
22.625,36.75,28363,22.625,36.75,22.75,36.875,74,221
22.625,36.625,28364,22.625,36.625,22.75,36.75,75,221
22.625,36.5,28365,22.625,36.5,22.75,36.625,76,221
22.625,36.375,28366,22.625,36.375,22.75,36.5,77,221
22.625,36.25,28367,22.625,36.25,22.75,36.375,78,221
22.625,33.0,28393,22.625,33,22.75,33.125,104,221
22.625,32.875,28394,22.625,32.875,22.75,33,105,221
22.75,37.5,28485,22.75,37.5,22.875,37.625,68,222
22.75,36.75,28491,22.75,36.75,22.875,36.875,74,222
22.75,36.625,28492,22.75,36.625,22.875,36.75,75,222
22.75,36.5,28493,22.75,36.5,22.875,36.625,76,222
22.75,36.375,28494,22.75,36.375,22.875,36.5,77,222
22.75,36.25,28495,22.75,36.25,22.875,36.375,78,222
22.75,36.125,28496,22.75,36.125,22.875,36.25,79,222
22.75,32.875,28522,22.75,32.875,22.875,33,105,222
22.75,32.75,28523,22.75,32.75,22.875,32.875,106,222
22.875,37.5,28613,22.875,37.5,23,37.625,68,223
22.875,37.375,28614,22.875,37.375,23,37.5,69,223
22.875,37.25,28615,22.875,37.25,23,37.375,70,223
22.875,36.5,28621,22.875,36.5,23,36.625,76,223
22.875,36.375,28622,22.875,36.375,23,36.5,77,223
22.875,36.25,28623,22.875,36.25,23,36.375,78,223
22.875,36.125,28624,22.875,36.125,23,36.25,79,223
22.875,36.0,28625,22.875,36,23,36.125,80,223
22.875,32.875,28650,22.875,32.875,23,33,105,223
22.875,32.75,28651,22.875,32.75,23,32.875,106,223
23.0,37.375,28742,23,37.375,23.125,37.5,69,224
23.0,37.25,28743,23,37.25,23.125,37.375,70,224
23.0,37.125,28744,23,37.125,23.125,37.25,71,224
23.0,36.5,28749,23,36.5,23.125,36.625,76,224
23.0,36.375,28750,23,36.375,23.125,36.5,77,224
23.0,36.125,28752,23,36.125,23.125,36.25,79,224
23,36,28753,23,36,23.125,36.125,80,224
23.0,32.75,28779,23,32.75,23.125,32.875,106,224
23.125,37.75,28867,23.125,37.75,23.25,37.875,66,225
23.125,37.125,28872,23.125,37.125,23.25,37.25,71,225
23.125,37.0,28873,23.125,37,23.25,37.125,72,225
23.125,36.875,28874,23.125,36.875,23.25,37,73,225
23.125,36.75,28875,23.125,36.75,23.25,36.875,74,225
23.125,36.625,28876,23.125,36.625,23.25,36.75,75,225
23.125,36.375,28878,23.125,36.375,23.25,36.5,77,225
23.125,36.25,28879,23.125,36.25,23.25,36.375,78,225
23.125,36.125,28880,23.125,36.125,23.25,36.25,79,225
23.125,36.0,28881,23.125,36,23.25,36.125,80,225
23.125,35.875,28882,23.125,35.875,23.25,36,81,225
23.125,35.75,28883,23.125,35.75,23.25,35.875,82,225
23.125,32.75,28907,23.125,32.75,23.25,32.875,106,225
23.125,32.625,28908,23.125,32.625,23.25,32.75,107,225
23.125,32.5,28909,23.125,32.5,23.25,32.625,108,225
23.125,32.375,28910,23.125,32.375,23.25,32.5,109,225
23.25,37.75,28995,23.25,37.75,23.375,37.875,66,226
23.25,37.625,28996,23.25,37.625,23.375,37.75,67,226
23.25,37.375,28998,23.25,37.375,23.375,37.5,69,226
23.25,37.25,28999,23.25,37.25,23.375,37.375,70,226
23.25,37.125,29000,23.25,37.125,23.375,37.25,71,226
23.25,37.0,29001,23.25,37,23.375,37.125,72,226
23.25,36.875,29002,23.25,36.875,23.375,37,73,226
23.25,36.75,29003,23.25,36.75,23.375,36.875,74,226
23.25,36.625,29004,23.25,36.625,23.375,36.75,75,226
23.25,36.5,29005,23.25,36.5,23.375,36.625,76,226
23.25,36.375,29006,23.25,36.375,23.375,36.5,77,226
23.25,36.25,29007,23.25,36.25,23.375,36.375,78,226
23.25,36.125,29008,23.25,36.125,23.375,36.25,79,226
23.25,36.0,29009,23.25,36,23.375,36.125,80,226
23.25,35.875,29010,23.25,35.875,23.375,36,81,226
23.25,35.75,29011,23.25,35.75,23.375,35.875,82,226
23.25,35.625,29012,23.25,35.625,23.375,35.75,83,226
23.25,32.75,29035,23.25,32.75,23.375,32.875,106,226
23.25,32.625,29036,23.25,32.625,23.375,32.75,107,226
23.25,32.5,29037,23.25,32.5,23.375,32.625,108,226
23.25,32.375,29038,23.25,32.375,23.375,32.5,109,226
23.25,32.25,29039,23.25,32.25,23.375,32.375,110,226
23.375,37.75,29123,23.375,37.75,23.5,37.875,66,227
23.375,37.375,29126,23.375,37.375,23.5,37.5,69,227
23.375,37.25,29127,23.375,37.25,23.5,37.375,70,227
23.375,37.125,29128,23.375,37.125,23.5,37.25,71,227
23.375,37.0,29129,23.375,37,23.5,37.125,72,227
23.375,36.875,29130,23.375,36.875,23.5,37,73,227
23.375,36.75,29131,23.375,36.75,23.5,36.875,74,227
23.375,36.625,29132,23.375,36.625,23.5,36.75,75,227
23.375,36.5,29133,23.375,36.5,23.5,36.625,76,227
23.375,36.375,29134,23.375,36.375,23.5,36.5,77,227
23.375,36.125,29136,23.375,36.125,23.5,36.25,79,227
23.375,36.0,29137,23.375,36,23.5,36.125,80,227
23.375,35.875,29138,23.375,35.875,23.5,36,81,227
23.375,35.75,29139,23.375,35.75,23.5,35.875,82,227
23.375,35.625,29140,23.375,35.625,23.5,35.75,83,227
23.375,35.5,29141,23.375,35.5,23.5,35.625,84,227
23.375,35.375,29142,23.375,35.375,23.5,35.5,85,227
23.375,35.25,29143,23.375,35.25,23.5,35.375,86,227
23.375,35.125,29144,23.375,35.125,23.5,35.25,87,227
23.375,32.5,29165,23.375,32.5,23.5,32.625,108,227
23.375,32.375,29166,23.375,32.375,23.5,32.5,109,227
23.375,32.25,29167,23.375,32.25,23.5,32.375,110,227
23.5,37.625,29252,23.5,37.625,23.625,37.75,67,228
23.5,37.5,29253,23.5,37.5,23.625,37.625,68,228
23.5,37.375,29254,23.5,37.375,23.625,37.5,69,228
23.5,37.25,29255,23.5,37.25,23.625,37.375,70,228
23.5,37.125,29256,23.5,37.125,23.625,37.25,71,228
23.5,37.0,29257,23.5,37,23.625,37.125,72,228
23.5,36.875,29258,23.5,36.875,23.625,37,73,228
23.5,36.75,29259,23.5,36.75,23.625,36.875,74,228
23.5,36.625,29260,23.5,36.625,23.625,36.75,75,228
23.5,36.0,29265,23.5,36,23.625,36.125,80,228
23.5,35.875,29266,23.5,35.875,23.625,36,81,228
23.5,35.75,29267,23.5,35.75,23.625,35.875,82,228
23.5,35.625,29268,23.5,35.625,23.625,35.75,83,228
23.5,35.5,29269,23.5,35.5,23.625,35.625,84,228
23.5,35.375,29270,23.5,35.375,23.625,35.5,85,228
23.5,35.25,29271,23.5,35.25,23.625,35.375,86,228
23.5,35.125,29272,23.5,35.125,23.625,35.25,87,228
23.5,32.375,29294,23.5,32.375,23.625,32.5,109,228
23.5,32.25,29295,23.5,32.25,23.625,32.375,110,228
23.625,37.75,29379,23.625,37.75,23.75,37.875,66,229
23.625,37.625,29380,23.625,37.625,23.75,37.75,67,229
23.625,37.5,29381,23.625,37.5,23.75,37.625,68,229
23.625,37.375,29382,23.625,37.375,23.75,37.5,69,229
23.625,37.25,29383,23.625,37.25,23.75,37.375,70,229
23.625,37.125,29384,23.625,37.125,23.75,37.25,71,229
23.625,37.0,29385,23.625,37,23.75,37.125,72,229
23.625,36.875,29386,23.625,36.875,23.75,37,73,229
23.625,36.75,29387,23.625,36.75,23.75,36.875,74,229
23.625,36.625,29388,23.625,36.625,23.75,36.75,75,229
23.625,35.75,29395,23.625,35.75,23.75,35.875,82,229
23.625,35.625,29396,23.625,35.625,23.75,35.75,83,229
23.625,35.125,29400,23.625,35.125,23.75,35.25,87,229
23.625,32.375,29422,23.625,32.375,23.75,32.5,109,229
23.625,32.25,29423,23.625,32.25,23.75,32.375,110,229
23.75,37.75,29507,23.75,37.75,23.875,37.875,66,230
23.75,37.625,29508,23.75,37.625,23.875,37.75,67,230
23.75,37.5,29509,23.75,37.5,23.875,37.625,68,230
23.75,37.375,29510,23.75,37.375,23.875,37.5,69,230
23.75,37.25,29511,23.75,37.25,23.875,37.375,70,230
23.75,37.0,29513,23.75,37,23.875,37.125,72,230
23.75,36.875,29514,23.75,36.875,23.875,37,73,230
23.75,36.75,29515,23.75,36.75,23.875,36.875,74,230
23.75,36.625,29516,23.75,36.625,23.875,36.75,75,230
23.75,35.875,29522,23.75,35.875,23.875,36,81,230
23.75,35.75,29523,23.75,35.75,23.875,35.875,82,230
23.75,35.125,29528,23.75,35.125,23.875,35.25,87,230
23.75,32.375,29550,23.75,32.375,23.875,32.5,109,230
23.75,32.25,29551,23.75,32.25,23.875,32.375,110,230
23.875,37.75,29635,23.875,37.75,24,37.875,66,231
